experiment,study_title,type,authors,journal
it-band-syndrome-rehab-and-return-to-run,Stiffness of the iliotibial band and associated muscles in runner''s knee: assessing the effects of physiotherapy through ultrasound shear wave elastography,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Stretching and Releasing of Iliotibial Band Complex in Patients with Iliotibial Band Syndrome: A Narrative Review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Surgical treatment of iliotibial band friction syndrome. A retrospective study of 45 patients,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Surgical treatment of the iliotibial band friction syndrome,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Swollen Knee: Causes, Treatment, and When to See a Doctor",REV,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,"The association of bike fitting with injury, comfort, and pain during cycling: An international retrospective survey",OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The Cambridge Knee Injury Tool (CamKIT): a clinical prediction tool for acute soft tissue knee injuries,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The combined effect of myofascial release and hip strength training on iliotibial band syndrome: a preliminary randomized controlled trial,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"The effects of fatigue on lower extremity kinematics, kinetics and joint coupling in symptomatic female runners with iliotibial band syndrome",MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The functional anatomy of the iliotibial band during flexion and extension of the knee: implications for understanding iliotibial band syndrome,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The Iliotibial Band: A Complex Structure with Versatile Functions,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,"The iliotibial tract: imaging, anatomy, injuries, and other pathology",REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,The Immediate Effects of Foam Rolling and Stretching on Iliotibial Band Stiffness: A Randomized Controlled Trial,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The influence of iliotibial band syndrome history on running biomechanics examined via principal components analysis,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The relationship between lateral epicondyle morphology and iliotibial band friction syndrome: A matched case-control study,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The treatment of iliotibial band friction syndrome,N1,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,To compare the effect of cryotherapy with stretching versus taping with stretching on iliotibial band friction syndrome in long distance runners,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Training errors and running related injuries: a systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Treatment of lateral knee pain using soft tissue mobilization in four female triathletes,INT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Treatment of recalcitrant iliotibial band friction syndrome with open iliotibial band bursectomy: indications, technique, and clinical outcomes",OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Ultrasound of iliotibial band syndrome,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Use of an inclinometer to measure flexibility of the iliotibial band using the Ober test and the modified Ober test: differences in magnitude and reliability of measurements,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Using the variability of continuous relative phase as a measure to discriminate between healthy and injured runners,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Chronic leg pain in athletes,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Conservative treatment for iliotibial band syndrome: Are we facing a research gap? A scoping review of 98 studies with clinical perspectives,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Current Clinical Concepts: Synthesizing the Available Evidence for Improved Clinical Outcomes in Iliotibial Band Impingement Syndrome,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Do Simple Running Technique Changes Reduce Pain and Change Injury Causing Mechanics,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Effect of Clamshell Versus Frog Pump Exercises for IT Band Pain Relief in Sales Workers,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Effect of Neuromuscular Inhibition Technique on Iliotibial Band Friction Syndrome,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Effect of Radial Extracorporeal Shockwave Therapy on Ultrasonography Changes in Patients With Iliotibial Band Syndrome,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,"Effect of running retraining on pain, function, and lower-extremity biomechanics in a female runner with iliotibial band syndrome",N1,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Effects of Autogenic Inhibition Versus Reciprocal Inhibition Muscle Energy Techniques in Iliotibial Band Syndrome,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Effects of conservative treatment strategies for iliotibial band syndrome on pain and function in runners: a systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,"Effects of multi-modal physiotherapy, including hip abductor strengthening, in patients with iliotibial band friction syndrome",OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Effects of Myofascial Release of IT Band With or Without Muscle Energy Technique of Gluteus Maximus and Tensor Fascia Lata With Iliotibial Band Syndrome,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Effects of Myofascial Release With and Without EMMETT Technique in Iliotibial Band Syndrome,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Effects of Ultrasound Therapy in Iliotibial Band Syndrome,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Home-based Treatment Using the Sidekick Tool for Pain Relief in Iliotibial Band Syndrome,INT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Iliotibial band friction syndrome,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial band friction syndrome as exhibited in athletes,REV,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome in runners: a systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome rehabilitation in female runners: a pilot randomized study,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Reliability of measurements obtained by use of an instrument designed to indirectly measure iliotibial band length,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Shearwave Elastography in Evaluation of Iliotibial Band Syndrome,OBS,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,The effectiveness and characteristics of physiotherapy interventions on adults with iliotibial band syndrome: A scoping review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,The effects of an acute bout of foam rolling on hip range of motion on different tissues,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The Effects of Kinesio Taping on Biomechanical and Clinical Outcomes in Runners With Iliotibial Band Friction Syndrome,SRC,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,The iliotibial band friction syndrome,REV,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The iliotibial tract; clinical and morphological significance,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Treatment of distal iliotibial band syndrome in a long distance runner with gait re-training emphasizing step rate manipulation,N1,Health Commons,Journal Article
pneumatic-compression-pants,2024 ACC/AHA/AACVPR/APMA/ABC/SCAI/SVM/SVN/SVS/SIR/VESS Guideline for the Management of Lower Extremity Peripheral Artery Disease,GUIDE,Health Commons,Guideline
pneumatic-compression-pants,A randomized controlled trial of manual therapy and pneumatic compression for recovery from prolonged running - an extended study,RCT,Health Commons,Journal Article
pneumatic-compression-pants,Acute compartment syndrome caused by a malfunctioning pneumatic-compression boot. A case report,N1,Health Commons,Journal Article
pneumatic-compression-pants,Acute Effects of Three Recovery Interventions on Post-Practice Vertical Jump Force-Time Metrics in Female Basketball Players,INT,Health Commons,Journal Article
pneumatic-compression-pants,Adjunctive Intermittent Pneumatic Compression for Venous Thromboprophylaxis,RCT,Health Commons,Journal Article
pneumatic-compression-pants,American Society of Hematology 2018 guidelines for management of venous thromboembolism: prophylaxis for hospitalized and nonhospitalized medical patients,GUIDE,Health Commons,Guideline
pneumatic-compression-pants,"An Advanced Pneumatic Compression Therapy System Improves Leg Volume and Fluid, Adipose Tissue Thickness, Symptoms, and Quality of Life and Reduces Risk of Lymphedema in Women with Lipedema",RCT,Health Commons,Journal Article
pneumatic-compression-pants,Bilateral peroneal nerve palsy caused by intermittent pneumatic compression,N1,Health Commons,Journal Article
pneumatic-compression-pants,Can intermittent pneumatic compression cause compartment syndrome?,N1,Health Commons,Journal Article
pneumatic-compression-pants,Comparison of intermittent pneumatic compression device and compression stockings for workers with leg edema and pain after prolonged standing: a prospective crossover clinical trial,INT,Health Commons,Journal Article
pneumatic-compression-pants,Complications associated with intermittent pneumatic compression,N1,Health Commons,Journal Article
pneumatic-compression-pants,Compression stockings for preventing deep vein thrombosis in airline passengers,REV,Health Commons,Review
pneumatic-compression-pants,Compressive neuropathy following intermittent pneumatic compression device: A case report,N1,Health Commons,Journal Article
pneumatic-compression-pants,Deep Vein Thrombosis and Pulmonary Embolism,GUIDE,Health Commons,Web Page
pneumatic-compression-pants,Effect of pneumatic compression device and stocking use on symptoms and quality of life in women with lipedema: A proof-in-principle randomized trial,RCT,Health Commons,Journal Article
pneumatic-compression-pants,Effectiveness of intermittent pneumatic compression in reduction of risk of deep vein thrombosis in patients who have had a stroke (CLOTS 3): a multicentre randomised controlled trial,RCT,Health Commons,Journal Article
pneumatic-compression-pants,Effects of an external pneumatic compression device vs static compression garment on peripheral circulation and markers of sports performance and recovery,INT,Health Commons,Journal Article
pneumatic-compression-pants,Effects of intermittent pneumatic compression as a recovery method after exercise: A comprehensive review,REV,Health Commons,Review
pneumatic-compression-pants,Effects of intermittent pneumatic compression device on the improvement of tissue oxygen saturation and fluid clearance at the compression site,MECH,Health Commons,Journal Article
pneumatic-compression-pants,Effects of Pneumatic Compression and Manual Massage on Recovery and Performance in Elite Brazilian Under-20 Soccer Players: A Crossover Trial,INT,Health Commons,Journal Article
pneumatic-compression-pants,Enhanced muscle blood flow with intermittent pneumatic compression of the lower leg during plantar flexion exercise and recovery,MECH,Health Commons,Journal Article
pneumatic-compression-pants,Extensive Bullous Complication Associated With Intermittent Pneumatic Compression,N1,Health Commons,Journal Article
pneumatic-compression-pants,Guidelines on travel-related venous thrombosis,GUIDE,Health Commons,Guideline
pneumatic-compression-pants,Intermittent Pneumatic Compression Dosage for Adults and Children with Lymphedema: A Systematic Review,REV,Health Commons,Review
pneumatic-compression-pants,Intermittent pneumatic compression for preventing deep vein thrombosis in acute stroke,REV,Health Commons,Review
pneumatic-compression-pants,Intermittent pneumatic compression for prolonged standing workers with leg edema and pain,INT,Health Commons,Journal Article
pneumatic-compression-pants,Management of venous leg ulcers: clinical practice guidelines of the Society for Vascular Surgery and the American Venous Forum,GUIDE,Health Commons,Guideline
