feature_id,area,route_or_surface,user_story,expected_behavior,primary_evidence,existing_test_evidence,feature_status,test_coverage_status,inventory_notes,testing_loop_status,last_test_command,last_test_result,observed_errors,source_worker,tracker_updated
consumer-health-data-legacy-redirect,legal,/legal/consumer-health-data-privacy-policy,"As a visitor using the old path, I want to reach the canonical Consumer Health Data Notice.",Legacy legal route redirects to `/consumer-health-data-privacy-policy`.,apps/web/app/legal/consumer-health-data-privacy-policy/page.tsx:1; apps/web/app/legal/consumer-health-data-privacy-policy/page.tsx:5,apps/web/test/consumer-health-data-privacy-policy.test.ts:102,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/consumer-health-data-privacy-policy.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/legal-manifest.test.ts apps/web/test/route-metadata-pages.test.ts,passed tracker-referenced focused tests on 2026-06-21,,01-public-static,2026-06-21
consumer-health-data-notice-page,legal,/consumer-health-data-privacy-policy,"As a visitor, I want the Consumer Health Data Notice at the canonical public path.","Static route renders `consumer-health-data-notice.md`, exposes `/legal/consumer-health-data-notice.pdf`, and sets canonical metadata.",apps/web/app/consumer-health-data-privacy-policy/page.tsx:6; apps/web/app/consumer-health-data-privacy-policy/page.tsx:24,apps/web/test/consumer-health-data-privacy-policy.test.ts:71; apps/web/test/legal-html-pages.test.ts:53,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,01-public-static,2026-06-21
health-ai-safety-disclosure-page,legal,/legal/health-ai-safety-disclosure,"As a visitor, I want the Health AI Safety Disclosure in HTML and PDF form.","Static route renders `health-ai-safety-disclosure.md`, exposes `/legal/health-ai-safety-disclosure.pdf`, and sets canonical metadata.",apps/web/app/legal/health-ai-safety-disclosure/page.tsx:6; apps/web/app/legal/health-ai-safety-disclosure/page.tsx:20,apps/web/test/legal-html-pages.test.ts:71,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,01-public-static,2026-06-21
hosted-legal-consent-card,legal,hosted consent card component,"As a hosted user, I want required legal and health-data consents gated before continuing.","Card loads consent status unless initial status is provided, identifies pending launch or feature scopes, requires checkboxes, posts accepted document versions per scope, shows loading/error/retry/busy states, and calls `onAccepted`.",apps/web/src/components/legal/hosted-legal-consent-card.tsx:41; apps/web/src/components/legal/hosted-legal-consent-card.tsx:106; apps/web/src/components/legal/hosted-legal-consent-card.tsx:144; apps/web/src/components/legal/hosted-legal-consent-card.tsx:181,apps/web/test/hosted-legal-consent-card.test.ts:37; apps/web/test/hosted-legal-consent-card.test.ts:84; apps/web/test/hosted-legal-consent-card.test.ts:162; apps/web/test/hosted-legal-consent-card.test.ts:377,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,01-public-static,2026-06-21
legal-document-manifest,legal,public legal manifest,"As a visitor or integrator, I want deterministic current legal PDF metadata.","Manifest test expects six current documents, versioned PDF paths, schema, generator, and consumer-health alias.",apps/web/app/legal/page.tsx:20,apps/web/test/legal-manifest.test.ts:28,inventoried,covered,User-facing link to manifest is asserted from /legal.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/consumer-health-data-privacy-policy.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/legal-manifest.test.ts apps/web/test/route-metadata-pages.test.ts,passed tracker-referenced focused tests on 2026-06-21,,01-public-static,2026-06-21
legal-documents-index,legal,/legal,"As a visitor, I want an index of current legal documents and manifest information.",Static /legal route renders `legal-documents.md` with `/legal/legal-documents.pdf` and canonical metadata.,apps/web/app/legal/page.tsx:6; apps/web/app/legal/page.tsx:20,apps/web/test/legal-html-pages.test.ts:81,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,01-public-static,2026-06-21
legal-policy-renderer,legal,shared legal policy pages,"As a visitor, I want legal Markdown rendered as readable HTML with PDF downloads.","Reads legal Markdown, parses headings, paragraphs, ordered/unordered lists, tables, inline links, strong text, and code, then renders a PDF download and footer.",apps/web/src/components/legal/legal-policy-page.tsx:39; apps/web/src/components/legal/legal-policy-page.tsx:72; apps/web/src/components/legal/legal-policy-page.tsx:237; apps/web/src/components/legal/legal-policy-page.tsx:352,apps/web/test/legal-html-pages.test.ts:23,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,01-public-static,2026-06-21
privacy-policy-page,legal,/legal/privacy,"As a visitor, I want the Privacy Policy in HTML and PDF form.","Static route renders `privacy-policy.md`, exposes `/legal/privacy.pdf`, and sets canonical privacy metadata.",apps/web/app/legal/privacy/page.tsx:6; apps/web/app/legal/privacy/page.tsx:24,apps/web/test/legal-html-pages.test.ts:23; apps/web/test/legal-policy-copy.test.ts:44,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,01-public-static,2026-06-21
subprocessors-provider-table,legal,/subprocessors,"As a visitor, I want to see processors and providers that may handle personal or health data.","Renders metadata, last-updated copy, PDF download, accessible scrollable provider table, and footer.",apps/web/app/subprocessors/page.tsx:6; apps/web/app/subprocessors/page.tsx:18; apps/web/app/subprocessors/page.tsx:170,apps/web/test/route-metadata-pages.test.ts:64; apps/web/test/legal-html-pages.test.ts:89,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,01-public-static,2026-06-21
terms-page,legal,/legal/terms,"As a visitor, I want Terms of Service in HTML and PDF form.","Static route renders `terms-of-service.md`, exposes `/legal/terms.pdf`, and sets canonical terms metadata.",apps/web/app/legal/terms/page.tsx:6; apps/web/app/legal/terms/page.tsx:24,apps/web/test/legal-html-pages.test.ts:41; apps/web/test/legal-policy-copy.test.ts:14,inventoried,covered,,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/page.test.ts apps/web/test/legal-html-pages.test.ts apps/web/test/pitch-and-biomarkers-pages.test.tsx apps/web/test/dashboard-home-page.test.tsx,passed 4 files / 18 tests on 2026-06-21,,01-public-static,2026-06-21
legal-consent-card-and-api,legal consent,HostedLegalConsentCard; /api/legal/consent/status and accept,"As a member, I can review and accept required legal and health-data consent.","Consent registry defines current document version, launch and optional scopes; card loads status, shows launch or feature checkboxes, posts accepted current document versions for each pending scope, and returns null when no consent is pending.","apps/web/src/lib/legal/consent.ts:14-105,179-196,228-352,472-515,620-638; apps/web/src/components/legal/hosted-legal-consent-card.tsx:61-179,216-255,298-362,441-444; apps/web/app/api/legal/consent/status/route.ts:8-16; apps/web/app/api/legal/consent/accept/route.ts:20-43","apps/web/test/legal-consent.test.ts:14,50,118; apps/web/test/legal-consent-routes.test.ts:93,109,146,215,250; apps/web/test/hosted-legal-consent-card.test.ts:60,84,162,315,377",inventoried,covered,"Used by auth, join, connect, and device reconnect consent surfaces.",passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,06-billing-account-settings,2026-06-21
legal-consent-revoke-optional,legal consent api,POST /api/legal/consent/revoke,"As a member, I can revoke optional feature consent but not launch-required consent.","Revoke parser rejects non-revocable scopes; route requires same-origin app session and records revoked events only for revocable optional scopes, preserving grant history and returning current status.","apps/web/src/lib/legal/consent.ts:198-216,354-424; apps/web/app/api/legal/consent/revoke/route.ts:14-27","apps/web/test/legal-consent.test.ts:100; apps/web/test/legal-consent-routes.test.ts:286,312",inventoried,covered,Launch legal and health-data consent cannot be revoked through this endpoint.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,06-billing-account-settings,2026-06-21
